gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
SDF4,4.5272,0.49374,0.97312,0.50738,0.61189,0.9997,B cell,UC_vs_HC
B3GALT6,0.71431,-0.4719,1.2849,-0.36726,0.71343,0.9997,B cell,UC_vs_HC
C1QTNF12,0.073922,0.69493,2.3314,0.29808,0.76565,0.9997,B cell,UC_vs_HC
AL162741.1,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
UBE2J2,7.0443,0.14344,1.0312,0.1391,0.88937,0.9997,B cell,UC_vs_HC
LINC01786,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
SCNN1D,0.0113,0.76629,4.4748,0.17125,0.86403,0.9997,B cell,UC_vs_HC
ACAP3,1.2754,-0.77522,1.0649,-0.72796,0.46664,0.9997,B cell,UC_vs_HC
PUSL1,1.9611,-1.192,1.1709,-1.0181,0.30865,0.9997,B cell,UC_vs_HC
INTS11,7.9485,0.14327,0.57281,0.25012,0.8025,0.9997,B cell,UC_vs_HC
CPTP,1.3689,-1.0311,1.1927,-0.86452,0.3873,0.9997,B cell,UC_vs_HC
TAS1R3,0.37821,-0.3943,1.4971,-0.26338,0.79226,0.9997,B cell,UC_vs_HC
DVL1,0.69285,0.17662,1.9511,0.090521,0.92787,0.9997,B cell,UC_vs_HC
MXRA8,0.036929,0.75125,4.4735,0.16794,0.86663,0.9997,B cell,UC_vs_HC
AURKAIP1,25.32,0.098708,0.63458,0.15555,0.87639,0.9997,B cell,UC_vs_HC
CCNL2,9.4286,-0.53625,0.51925,-1.0327,0.30173,0.9997,B cell,UC_vs_HC
MRPL20,34.965,-0.033264,0.31031,-0.1072,0.91463,0.9997,B cell,UC_vs_HC
AL391244.3,0.10749,0.15664,2.0883,0.075005,0.94021,0.9997,B cell,UC_vs_HC
LINC01770,0.064916,0.16018,4.3476,0.036844,0.97061,0.9997,B cell,UC_vs_HC
ATAD3C,0.40774,-0.66559,1.5855,-0.41981,0.67462,0.9997,B cell,UC_vs_HC
ATAD3B,2.4954,-1.2714,0.71439,-1.7797,0.075126,0.9997,B cell,UC_vs_HC
ATAD3A,0.88015,0.083949,1.3486,0.062252,0.95036,0.9997,B cell,UC_vs_HC
TMEM240,0.40423,1.6015,3.39,0.47241,0.63663,0.9997,B cell,UC_vs_HC
SSU72,24.359,-0.094674,0.32541,-0.29094,0.7711,0.9997,B cell,UC_vs_HC
AL645728.1,0.86445,-1.3483,1.2329,-1.0936,0.27412,0.9997,B cell,UC_vs_HC
FNDC10,0.025692,1.0016,2.6802,0.37371,0.70862,0.9997,B cell,UC_vs_HC
AL691432.2,1.1126,-1.2323,1.3421,-0.91824,0.3585,0.9997,B cell,UC_vs_HC
