gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
DNAJC8,140.78,0.41987,0.17493,2.4002,0.016387,0.13755,CD8,UC_vs_CD
ATP5IF1,212.53,0.1762,0.30772,0.5726,0.56692,0.81038,CD8,UC_vs_CD
AL353622.1,3.178,-0.097677,0.91772,-0.10643,0.91524,,CD8,UC_vs_CD
AL353622.2,0.024469,0.37958,4.0475,0.09378,0.92528,,CD8,UC_vs_CD
SESN2,12.229,-0.4715,0.39911,-1.1814,0.23745,,CD8,UC_vs_CD
MED18,4.8295,0.53483,0.55493,0.96378,0.33516,,CD8,UC_vs_CD
PHACTR4,21.875,-0.50555,0.34188,-1.4787,0.13921,,CD8,UC_vs_CD
RCC1,6.5056,-0.76969,0.51523,-1.4939,0.13521,,CD8,UC_vs_CD
TRNAU1AP,30.236,0.15989,0.21734,0.73567,0.46193,,CD8,UC_vs_CD
SNHG12,42.208,-0.45093,0.36795,-1.2255,0.22038,0.504,CD8,UC_vs_CD
TAF12,36.636,0.88896,0.2617,3.3969,0.00068164,,CD8,UC_vs_CD
RAB42,0.015566,0.27993,4.0583,0.068976,0.94501,,CD8,UC_vs_CD
LINC01715,0.21777,0.18962,2.4826,0.076379,0.93912,,CD8,UC_vs_CD
AL360012.1,1.0772,-1.1573,1.1198,-1.0335,0.30139,,CD8,UC_vs_CD
GMEB1,17.908,-0.19495,0.33199,-0.58721,0.55706,,CD8,UC_vs_CD
YTHDF2,47.789,-0.34009,0.21499,-1.5819,0.11367,0.35149,CD8,UC_vs_CD
OPRD1,0.091951,0.25727,3.5014,0.073478,0.94143,,CD8,UC_vs_CD
AL009181.1,0.12634,0.44593,2.6758,0.16665,0.86764,,CD8,UC_vs_CD
EPB41,57.654,-0.61399,0.25394,-2.4179,0.015612,0.13725,CD8,UC_vs_CD
TMEM200B,0.073324,0.80306,3.9681,0.20238,0.83962,,CD8,UC_vs_CD
AL357500.1,0.048729,0.12977,4.0456,0.032077,0.97441,,CD8,UC_vs_CD
SRSF4,69.398,0.031134,0.20945,0.14864,0.88183,0.95064,CD8,UC_vs_CD
MECR,3.5346,0.24476,0.59284,0.41285,0.67971,,CD8,UC_vs_CD
MATN1,0.14526,0.047838,2.4794,0.019294,0.98461,,CD8,UC_vs_CD
MATN1-AS1,1.7312,-0.83653,0.72499,-1.1539,0.24856,,CD8,UC_vs_CD
LAPTM5,273.21,0.0047459,0.26143,0.018154,0.98552,0.99823,CD8,UC_vs_CD
SDC3,0.046935,0.30668,4.0375,0.075958,0.93945,,CD8,UC_vs_CD
PUM1,42.698,0.14324,0.21164,0.67682,0.49852,0.75707,CD8,UC_vs_CD
SNRNP40,41.827,0.4846,0.20383,2.3775,0.017431,0.14323,CD8,UC_vs_CD
ZCCHC17,31.441,0.71543,0.25025,2.8588,0.0042522,,CD8,UC_vs_CD
FABP3,0.29066,0.97997,2.2771,0.43036,0.66693,,CD8,UC_vs_CD
SERINC2,0.47449,-0.53745,1.6741,-0.32103,0.74819,,CD8,UC_vs_CD
AC114488.1,0.018335,0.72063,4.1196,0.17493,0.86114,,CD8,UC_vs_CD
TINAGL1,0.12054,0.46609,3.2318,0.14422,0.88533,,CD8,UC_vs_CD
PEF1,29.991,0.52142,0.23461,2.2225,0.026252,,CD8,UC_vs_CD
AC114488.2,0.061355,0.83268,4.1115,0.20253,0.83951,,CD8,UC_vs_CD
AC114488.3,0.41485,-0.42167,2.2325,-0.18888,0.85019,,CD8,UC_vs_CD
COL16A1,0.033902,0.25839,4.0677,0.063522,0.94935,,CD8,UC_vs_CD
ADGRB2,0.050284,0.2887,4.0491,0.0713,0.94316,,CD8,UC_vs_CD
AL354919.1,0.28927,-0.19554,2.8404,-0.068844,0.94511,,CD8,UC_vs_CD
AL136115.2,0.64009,-2.1283,1.4241,-1.4945,0.13504,,CD8,UC_vs_CD
PTP4A2,83.914,0.30758,0.17126,1.796,0.0725,0.28358,CD8,UC_vs_CD
AL136115.1,0.15127,-1.1807,2.3464,-0.50322,0.61481,,CD8,UC_vs_CD
KHDRBS1,55.723,-0.056194,0.28799,-0.19513,0.84529,0.93637,CD8,UC_vs_CD
AL445248.1,0.85864,-0.80576,1.3471,-0.59812,0.54976,,CD8,UC_vs_CD
TMEM39B,5.3339,0.99376,0.53421,1.8602,0.062852,,CD8,UC_vs_CD
KPNA6,34.898,-0.004726,0.20181,-0.023418,0.98132,,CD8,UC_vs_CD
TXLNA,19.285,-0.24042,0.27651,-0.8695,0.38457,,CD8,UC_vs_CD
CCDC28B,11.074,0.93661,0.34062,2.7497,0.0059653,,CD8,UC_vs_CD
AL049795.1,0.077831,-0.55156,3.9988,-0.13793,0.8903,,CD8,UC_vs_CD
IQCC,0.77272,1.6021,1.466,1.0929,0.27446,,CD8,UC_vs_CD
DCDC2B,0.18265,0.67382,3.0895,0.2181,0.82735,,CD8,UC_vs_CD
TMEM234,4.0517,0.11902,0.49309,0.24138,0.80926,,CD8,UC_vs_CD
EIF3I,105.58,0.49537,0.19421,2.5507,0.010751,0.11064,CD8,UC_vs_CD
FAM167B,1.6059,1.6868,0.95129,1.7732,0.076194,,CD8,UC_vs_CD
