paciente,tipo_celular,comparacion,gen,valor_expresion_normalizada,log2FC,padj
GSM6614349_HC-2,PC IgA,UC_vs_CD,IGKV1D-33,2.5597,2.5315,0.045131
GSM6614350_HC-3,PC IgA,UC_vs_CD,IGKV1D-33,3.8851,2.5315,0.045131
GSM6614351_HC-4,PC IgA,UC_vs_CD,IGKV1D-33,4.012,2.5315,0.045131
GSM6614352_HC-5,PC IgA,UC_vs_CD,IGKV1D-33,5.0947,2.5315,0.045131
GSM6614353_HC-6,PC IgA,UC_vs_CD,IGKV1D-33,3.3528,2.5315,0.045131
GSM6614354_UC-1,PC IgA,UC_vs_CD,IGKV1D-33,8.425,2.5315,0.045131
GSM6614355_UC-2,PC IgA,UC_vs_CD,IGKV1D-33,3.0647,2.5315,0.045131
GSM6614356_UC-3,PC IgA,UC_vs_CD,IGKV1D-33,5.56,2.5315,0.045131
GSM6614357_UC-4,PC IgA,UC_vs_CD,IGKV1D-33,4.7215,2.5315,0.045131
GSM6614358_UC-5,PC IgA,UC_vs_CD,IGKV1D-33,4.7512,2.5315,0.045131
GSM6614359_UC-6,PC IgA,UC_vs_CD,IGKV1D-33,3.1095,2.5315,0.045131
GSM6614360_CD-1,PC IgA,UC_vs_CD,IGKV1D-33,1.2632,2.5315,0.045131
GSM6614361_CD-2,PC IgA,UC_vs_CD,IGKV1D-33,2.1931,2.5315,0.045131
GSM6614362_CD-3,PC IgA,UC_vs_CD,IGKV1D-33,2.3724,2.5315,0.045131
GSM6614363_CD-4,PC IgA,UC_vs_CD,IGKV1D-33,4.9397,2.5315,0.045131
GSM6614364_CD-5,PC IgA,UC_vs_CD,IGKV1D-33,5.5768,2.5315,0.045131
GSM6614365_CD-6,PC IgA,UC_vs_CD,IGKV1D-33,4.283,2.5315,0.045131
GSM6614348_HC-1,PC IgA,UC_vs_CD,ARID5A,5.8009,-1.3717,0.0047518
GSM6614349_HC-2,PC IgA,UC_vs_CD,ARID5A,5.8474,-1.3717,0.0047518
GSM6614350_HC-3,PC IgA,UC_vs_CD,ARID5A,6.0287,-1.3717,0.0047518
GSM6614351_HC-4,PC IgA,UC_vs_CD,ARID5A,5.713,-1.3717,0.0047518
GSM6614352_HC-5,PC IgA,UC_vs_CD,ARID5A,5.9498,-1.3717,0.0047518
GSM6614353_HC-6,PC IgA,UC_vs_CD,ARID5A,6.0738,-1.3717,0.0047518
GSM6614354_UC-1,PC IgA,UC_vs_CD,ARID5A,4.3365,-1.3717,0.0047518
GSM6614355_UC-2,PC IgA,UC_vs_CD,ARID5A,4.3019,-1.3717,0.0047518
GSM6614356_UC-3,PC IgA,UC_vs_CD,ARID5A,4.3535,-1.3717,0.0047518
GSM6614357_UC-4,PC IgA,UC_vs_CD,ARID5A,5.1402,-1.3717,0.0047518
GSM6614358_UC-5,PC IgA,UC_vs_CD,ARID5A,4.3969,-1.3717,0.0047518
GSM6614359_UC-6,PC IgA,UC_vs_CD,ARID5A,2.633,-1.3717,0.0047518
GSM6614360_CD-1,PC IgA,UC_vs_CD,ARID5A,5.8331,-1.3717,0.0047518
GSM6614361_CD-2,PC IgA,UC_vs_CD,ARID5A,6.4388,-1.3717,0.0047518
GSM6614362_CD-3,PC IgA,UC_vs_CD,ARID5A,5.6007,-1.3717,0.0047518
GSM6614363_CD-4,PC IgA,UC_vs_CD,ARID5A,4.8184,-1.3717,0.0047518
GSM6614364_CD-5,PC IgA,UC_vs_CD,ARID5A,3.1355,-1.3717,0.0047518
GSM6614365_CD-6,PC IgA,UC_vs_CD,ARID5A,5.7778,-1.3717,0.0047518
GSM6614348_HC-1,PC IgA,UC_vs_CD,SLC35F5,4.8708,-1.2317,0.005095
GSM6614349_HC-2,PC IgA,UC_vs_CD,SLC35F5,5.3538,-1.2317,0.005095
GSM6614350_HC-3,PC IgA,UC_vs_CD,SLC35F5,3.9931,-1.2317,0.005095
GSM6614351_HC-4,PC IgA,UC_vs_CD,SLC35F5,4.012,-1.2317,0.005095
GSM6614352_HC-5,PC IgA,UC_vs_CD,SLC35F5,4.4918,-1.2317,0.005095
GSM6614353_HC-6,PC IgA,UC_vs_CD,SLC35F5,4.8404,-1.2317,0.005095
GSM6614354_UC-1,PC IgA,UC_vs_CD,SLC35F5,3.8374,-1.2317,0.005095
GSM6614355_UC-2,PC IgA,UC_vs_CD,SLC35F5,4.3677,-1.2317,0.005095
GSM6614356_UC-3,PC IgA,UC_vs_CD,SLC35F5,2.7379,-1.2317,0.005095
GSM6614357_UC-4,PC IgA,UC_vs_CD,SLC35F5,3.7752,-1.2317,0.005095
GSM6614358_UC-5,PC IgA,UC_vs_CD,SLC35F5,4.784,-1.2317,0.005095
GSM6614359_UC-6,PC IgA,UC_vs_CD,SLC35F5,4.0539,-1.2317,0.005095
GSM6614360_CD-1,PC IgA,UC_vs_CD,SLC35F5,5.5609,-1.2317,0.005095
GSM6614361_CD-2,PC IgA,UC_vs_CD,SLC35F5,5.7707,-1.2317,0.005095
GSM6614362_CD-3,PC IgA,UC_vs_CD,SLC35F5,4.552,-1.2317,0.005095
GSM6614363_CD-4,PC IgA,UC_vs_CD,SLC35F5,5.4283,-1.2317,0.005095
GSM6614364_CD-5,PC IgA,UC_vs_CD,SLC35F5,4.6067,-1.2317,0.005095
GSM6614365_CD-6,PC IgA,UC_vs_CD,SLC35F5,5.2745,-1.2317,0.005095
GSM6614348_HC-1,PC IgA,UC_vs_CD,GALNT3,3.2973,-1.6725,0.02868
GSM6614349_HC-2,PC IgA,UC_vs_CD,GALNT3,5.5564,-1.6725,0.02868
GSM6614350_HC-3,PC IgA,UC_vs_CD,GALNT3,6.7048,-1.6725,0.02868
GSM6614351_HC-4,PC IgA,UC_vs_CD,GALNT3,7.2511,-1.6725,0.02868
GSM6614352_HC-5,PC IgA,UC_vs_CD,GALNT3,6.5125,-1.6725,0.02868
GSM6614353_HC-6,PC IgA,UC_vs_CD,GALNT3,6.7537,-1.6725,0.02868
GSM6614354_UC-1,PC IgA,UC_vs_CD,GALNT3,6.0443,-1.6725,0.02868
GSM6614355_UC-2,PC IgA,UC_vs_CD,GALNT3,4.389,-1.6725,0.02868
GSM6614356_UC-3,PC IgA,UC_vs_CD,GALNT3,4.1709,-1.6725,0.02868
GSM6614357_UC-4,PC IgA,UC_vs_CD,GALNT3,4.4967,-1.6725,0.02868
GSM6614358_UC-5,PC IgA,UC_vs_CD,GALNT3,4.2871,-1.6725,0.02868
GSM6614359_UC-6,PC IgA,UC_vs_CD,GALNT3,5.2783,-1.6725,0.02868
GSM6614360_CD-1,PC IgA,UC_vs_CD,GALNT3,6.5401,-1.6725,0.02868
GSM6614361_CD-2,PC IgA,UC_vs_CD,GALNT3,6.3782,-1.6725,0.02868
GSM6614362_CD-3,PC IgA,UC_vs_CD,GALNT3,5.7621,-1.6725,0.02868
GSM6614363_CD-4,PC IgA,UC_vs_CD,GALNT3,4.8184,-1.6725,0.02868
GSM6614364_CD-5,PC IgA,UC_vs_CD,GALNT3,7.4929,-1.6725,0.02868
GSM6614365_CD-6,PC IgA,UC_vs_CD,GALNT3,7.2535,-1.6725,0.02868
GSM6614348_HC-1,PC IgA,UC_vs_CD,FKBP7,4.3525,1.0749,0.0082029
GSM6614349_HC-2,PC IgA,UC_vs_CD,FKBP7,3.6765,1.0749,0.0082029
GSM6614350_HC-3,PC IgA,UC_vs_CD,FKBP7,3.5023,1.0749,0.0082029
GSM6614351_HC-4,PC IgA,UC_vs_CD,FKBP7,4.6562,1.0749,0.0082029
GSM6614352_HC-5,PC IgA,UC_vs_CD,FKBP7,4.0318,1.0749,0.0082029
GSM6614353_HC-6,PC IgA,UC_vs_CD,FKBP7,4.531,1.0749,0.0082029
GSM6614354_UC-1,PC IgA,UC_vs_CD,FKBP7,5.1283,1.0749,0.0082029
GSM6614355_UC-2,PC IgA,UC_vs_CD,FKBP7,4.3019,1.0749,0.0082029
GSM6614356_UC-3,PC IgA,UC_vs_CD,FKBP7,4.3535,1.0749,0.0082029
GSM6614357_UC-4,PC IgA,UC_vs_CD,FKBP7,4.3246,1.0749,0.0082029
GSM6614358_UC-5,PC IgA,UC_vs_CD,FKBP7,4.4989,1.0749,0.0082029
GSM6614359_UC-6,PC IgA,UC_vs_CD,FKBP7,4.4698,1.0749,0.0082029
GSM6614360_CD-1,PC IgA,UC_vs_CD,FKBP7,3.6895,1.0749,0.0082029
GSM6614361_CD-2,PC IgA,UC_vs_CD,FKBP7,2.1931,1.0749,0.0082029
GSM6614362_CD-3,PC IgA,UC_vs_CD,FKBP7,3.1431,1.0749,0.0082029
GSM6614363_CD-4,PC IgA,UC_vs_CD,FKBP7,3.0743,1.0749,0.0082029
GSM6614364_CD-5,PC IgA,UC_vs_CD,FKBP7,4.051,1.0749,0.0082029
GSM6614365_CD-6,PC IgA,UC_vs_CD,FKBP7,3.8157,1.0749,0.0082029
GSM6614348_HC-1,PC IgA,UC_vs_CD,LINC01934,2.655,-1.695,0.025974
GSM6614349_HC-2,PC IgA,UC_vs_CD,LINC01934,4.4852,-1.695,0.025974
GSM6614350_HC-3,PC IgA,UC_vs_CD,LINC01934,4.65,-1.695,0.025974
GSM6614351_HC-4,PC IgA,UC_vs_CD,LINC01934,5.2219,-1.695,0.025974
GSM6614352_HC-5,PC IgA,UC_vs_CD,LINC01934,3.9192,-1.695,0.025974
GSM6614353_HC-6,PC IgA,UC_vs_CD,LINC01934,5.5571,-1.695,0.025974
GSM6614354_UC-1,PC IgA,UC_vs_CD,LINC01934,1.9834,-1.695,0.025974
GSM6614355_UC-2,PC IgA,UC_vs_CD,LINC01934,3.0647,-1.695,0.025974
GSM6614356_UC-3,PC IgA,UC_vs_CD,LINC01934,2.0842,-1.695,0.025974
GSM6614357_UC-4,PC IgA,UC_vs_CD,LINC01934,1.823,-1.695,0.025974
GSM6614358_UC-5,PC IgA,UC_vs_CD,LINC01934,1.5121,-1.695,0.025974
GSM6614359_UC-6,PC IgA,UC_vs_CD,LINC01934,2.633,-1.695,0.025974
GSM6614360_CD-1,PC IgA,UC_vs_CD,LINC01934,3.1212,-1.695,0.025974
GSM6614361_CD-2,PC IgA,UC_vs_CD,LINC01934,4.2376,-1.695,0.025974
GSM6614362_CD-3,PC IgA,UC_vs_CD,LINC01934,3.5167,-1.695,0.025974
GSM6614363_CD-4,PC IgA,UC_vs_CD,LINC01934,3.986,-1.695,0.025974
GSM6614364_CD-5,PC IgA,UC_vs_CD,LINC01934,0,-1.695,0.025974
GSM6614365_CD-6,PC IgA,UC_vs_CD,LINC01934,4.5901,-1.695,0.025974
GSM6614348_HC-1,PC IgA,UC_vs_CD,STAT4,4.781,-1.7163,0.032708
GSM6614349_HC-2,PC IgA,UC_vs_CD,STAT4,4.5867,-1.7163,0.032708
GSM6614350_HC-3,PC IgA,UC_vs_CD,STAT4,5.4797,-1.7163,0.032708
GSM6614351_HC-4,PC IgA,UC_vs_CD,STAT4,6.0126,-1.7163,0.032708
GSM6614352_HC-5,PC IgA,UC_vs_CD,STAT4,5.1204,-1.7163,0.032708
GSM6614353_HC-6,PC IgA,UC_vs_CD,STAT4,5.2428,-1.7163,0.032708
GSM6614354_UC-1,PC IgA,UC_vs_CD,STAT4,1.9834,-1.7163,0.032708
GSM6614355_UC-2,PC IgA,UC_vs_CD,STAT4,2.4865,-1.7163,0.032708
GSM6614356_UC-3,PC IgA,UC_vs_CD,STAT4,2.5511,-1.7163,0.032708
GSM6614357_UC-4,PC IgA,UC_vs_CD,STAT4,3.1068,-1.7163,0.032708
GSM6614358_UC-5,PC IgA,UC_vs_CD,STAT4,2.7794,-1.7163,0.032708
GSM6614359_UC-6,PC IgA,UC_vs_CD,STAT4,4.0539,-1.7163,0.032708
GSM6614360_CD-1,PC IgA,UC_vs_CD,STAT4,4.7868,-1.7163,0.032708
GSM6614361_CD-2,PC IgA,UC_vs_CD,STAT4,5.7707,-1.7163,0.032708
GSM6614362_CD-3,PC IgA,UC_vs_CD,STAT4,3.3043,-1.7163,0.032708
GSM6614363_CD-4,PC IgA,UC_vs_CD,STAT4,0,-1.7163,0.032708
GSM6614364_CD-5,PC IgA,UC_vs_CD,STAT4,3.1355,-1.7163,0.032708
GSM6614365_CD-6,PC IgA,UC_vs_CD,STAT4,5.1234,-1.7163,0.032708
GSM6614348_HC-1,PC IgA,UC_vs_CD,IL5RA,3.9193,2.1764,0.0034873
GSM6614349_HC-2,PC IgA,UC_vs_CD,IL5RA,3.7754,2.1764,0.0034873
GSM6614350_HC-3,PC IgA,UC_vs_CD,IL5RA,3.5023,2.1764,0.0034873
GSM6614351_HC-4,PC IgA,UC_vs_CD,IL5RA,4.9666,2.1764,0.0034873
GSM6614352_HC-5,PC IgA,UC_vs_CD,IL5RA,3.797,2.1764,0.0034873
GSM6614353_HC-6,PC IgA,UC_vs_CD,IL5RA,5.3114,2.1764,0.0034873
GSM6614354_UC-1,PC IgA,UC_vs_CD,IL5RA,3.8374,2.1764,0.0034873
GSM6614355_UC-2,PC IgA,UC_vs_CD,IL5RA,3.3944,2.1764,0.0034873
GSM6614356_UC-3,PC IgA,UC_vs_CD,IL5RA,4.2344,2.1764,0.0034873
GSM6614357_UC-4,PC IgA,UC_vs_CD,IL5RA,3.4794,2.1764,0.0034873
GSM6614358_UC-5,PC IgA,UC_vs_CD,IL5RA,3.8663,2.1764,0.0034873
GSM6614359_UC-6,PC IgA,UC_vs_CD,IL5RA,2.9242,2.1764,0.0034873
GSM6614360_CD-1,PC IgA,UC_vs_CD,IL5RA,1.9262,2.1764,0.0034873
GSM6614361_CD-2,PC IgA,UC_vs_CD,IL5RA,0,2.1764,0.0034873
GSM6614362_CD-3,PC IgA,UC_vs_CD,IL5RA,1.6272,2.1764,0.0034873
GSM6614363_CD-4,PC IgA,UC_vs_CD,IL5RA,1.7967,2.1764,0.0034873
GSM6614364_CD-5,PC IgA,UC_vs_CD,IL5RA,4.6067,2.1764,0.0034873
GSM6614365_CD-6,PC IgA,UC_vs_CD,IL5RA,0.82335,2.1764,0.0034873
GSM6614348_HC-1,PC IgA,UC_vs_CD,THUMPD3,5.1828,1.0252,0.0089875
GSM6614349_HC-2,PC IgA,UC_vs_CD,THUMPD3,4.2304,1.0252,0.0089875
GSM6614350_HC-3,PC IgA,UC_vs_CD,THUMPD3,4.5825,1.0252,0.0089875
GSM6614351_HC-4,PC IgA,UC_vs_CD,THUMPD3,4.8197,1.0252,0.0089875
GSM6614352_HC-5,PC IgA,UC_vs_CD,THUMPD3,4.325,1.0252,0.0089875
GSM6614353_HC-6,PC IgA,UC_vs_CD,THUMPD3,3.9769,1.0252,0.0089875
GSM6614354_UC-1,PC IgA,UC_vs_CD,THUMPD3,5.8362,1.0252,0.0089875
GSM6614355_UC-2,PC IgA,UC_vs_CD,THUMPD3,4.958,1.0252,0.0089875
GSM6614356_UC-3,PC IgA,UC_vs_CD,THUMPD3,4.4096,1.0252,0.0089875
GSM6614357_UC-4,PC IgA,UC_vs_CD,THUMPD3,4.916,1.0252,0.0089875
GSM6614358_UC-5,PC IgA,UC_vs_CD,THUMPD3,5.0355,1.0252,0.0089875
GSM6614359_UC-6,PC IgA,UC_vs_CD,THUMPD3,5.3414,1.0252,0.0089875
GSM6614360_CD-1,PC IgA,UC_vs_CD,THUMPD3,3.9729,1.0252,0.0089875
GSM6614361_CD-2,PC IgA,UC_vs_CD,THUMPD3,3.5508,1.0252,0.0089875
GSM6614362_CD-3,PC IgA,UC_vs_CD,THUMPD3,4.1886,1.0252,0.0089875
GSM6614363_CD-4,PC IgA,UC_vs_CD,THUMPD3,4.5403,1.0252,0.0089875
GSM6614364_CD-5,PC IgA,UC_vs_CD,THUMPD3,3.1355,1.0252,0.0089875
GSM6614365_CD-6,PC IgA,UC_vs_CD,THUMPD3,4.339,1.0252,0.0089875
GSM6614348_HC-1,PC IgA,UC_vs_CD,EEF1AKMT4,3.5357,1.1772,0.030163
GSM6614349_HC-2,PC IgA,UC_vs_CD,EEF1AKMT4,3.0763,1.1772,0.030163
GSM6614350_HC-3,PC IgA,UC_vs_CD,EEF1AKMT4,1.103,1.1772,0.030163
GSM6614351_HC-4,PC IgA,UC_vs_CD,EEF1AKMT4,2.8183,1.1772,0.030163
GSM6614352_HC-5,PC IgA,UC_vs_CD,EEF1AKMT4,2.9555,1.1772,0.030163
GSM6614353_HC-6,PC IgA,UC_vs_CD,EEF1AKMT4,2.2285,1.1772,0.030163
GSM6614354_UC-1,PC IgA,UC_vs_CD,EEF1AKMT4,3.9793,1.1772,0.030163
GSM6614355_UC-2,PC IgA,UC_vs_CD,EEF1AKMT4,4.8392,1.1772,0.030163
GSM6614356_UC-3,PC IgA,UC_vs_CD,EEF1AKMT4,3.8848,1.1772,0.030163
GSM6614357_UC-4,PC IgA,UC_vs_CD,EEF1AKMT4,4.6504,1.1772,0.030163
GSM6614358_UC-5,PC IgA,UC_vs_CD,EEF1AKMT4,3.9261,1.1772,0.030163
GSM6614359_UC-6,PC IgA,UC_vs_CD,EEF1AKMT4,4.1972,1.1772,0.030163
GSM6614360_CD-1,PC IgA,UC_vs_CD,EEF1AKMT4,2.7972,1.1772,0.030163
GSM6614361_CD-2,PC IgA,UC_vs_CD,EEF1AKMT4,3.0261,1.1772,0.030163
GSM6614362_CD-3,PC IgA,UC_vs_CD,EEF1AKMT4,3.6427,1.1772,0.030163
GSM6614363_CD-4,PC IgA,UC_vs_CD,EEF1AKMT4,2.5725,1.1772,0.030163
GSM6614364_CD-5,PC IgA,UC_vs_CD,EEF1AKMT4,4.6067,1.1772,0.030163
GSM6614365_CD-6,PC IgA,UC_vs_CD,EEF1AKMT4,2.8392,1.1772,0.030163
GSM6614348_HC-1,PC IgA,UC_vs_CD,OSTN-AS1,3.7402,-1.7222,0.0022387
GSM6614349_HC-2,PC IgA,UC_vs_CD,OSTN-AS1,4.7217,-1.7222,0.0022387
GSM6614350_HC-3,PC IgA,UC_vs_CD,OSTN-AS1,4.1874,-1.7222,0.0022387
GSM6614351_HC-4,PC IgA,UC_vs_CD,OSTN-AS1,4.012,-1.7222,0.0022387
GSM6614352_HC-5,PC IgA,UC_vs_CD,OSTN-AS1,3.8594,-1.7222,0.0022387
GSM6614353_HC-6,PC IgA,UC_vs_CD,OSTN-AS1,3.9769,-1.7222,0.0022387
GSM6614354_UC-1,PC IgA,UC_vs_CD,OSTN-AS1,4.7066,-1.7222,0.0022387
GSM6614355_UC-2,PC IgA,UC_vs_CD,OSTN-AS1,2.3191,-1.7222,0.0022387
GSM6614356_UC-3,PC IgA,UC_vs_CD,OSTN-AS1,2.3364,-1.7222,0.0022387
GSM6614357_UC-4,PC IgA,UC_vs_CD,OSTN-AS1,3.9031,-1.7222,0.0022387
GSM6614358_UC-5,PC IgA,UC_vs_CD,OSTN-AS1,3.3151,-1.7222,0.0022387
GSM6614359_UC-6,PC IgA,UC_vs_CD,OSTN-AS1,2.55,-1.7222,0.0022387
GSM6614360_CD-1,PC IgA,UC_vs_CD,OSTN-AS1,5.1129,-1.7222,0.0022387
GSM6614361_CD-2,PC IgA,UC_vs_CD,OSTN-AS1,3.9347,-1.7222,0.0022387
GSM6614362_CD-3,PC IgA,UC_vs_CD,OSTN-AS1,4.7329,-1.7222,0.0022387
GSM6614363_CD-4,PC IgA,UC_vs_CD,OSTN-AS1,4.686,-1.7222,0.0022387
GSM6614364_CD-5,PC IgA,UC_vs_CD,OSTN-AS1,5.0068,-1.7222,0.0022387
GSM6614365_CD-6,PC IgA,UC_vs_CD,OSTN-AS1,5.5361,-1.7222,0.0022387
GSM6614348_HC-1,PC IgA,UC_vs_CD,NRROS,3.9193,-1.5878,0.02003
GSM6614349_HC-2,PC IgA,UC_vs_CD,NRROS,3.5257,-1.5878,0.02003
GSM6614350_HC-3,PC IgA,UC_vs_CD,NRROS,4.7763,-1.5878,0.02003
GSM6614351_HC-4,PC IgA,UC_vs_CD,NRROS,2.0096,-1.5878,0.02003
GSM6614352_HC-5,PC IgA,UC_vs_CD,NRROS,4.6413,-1.5878,0.02003
GSM6614353_HC-6,PC IgA,UC_vs_CD,NRROS,4.2804,-1.5878,0.02003
GSM6614354_UC-1,PC IgA,UC_vs_CD,NRROS,2.7884,-1.5878,0.02003
GSM6614355_UC-2,PC IgA,UC_vs_CD,NRROS,3.1167,-1.5878,0.02003
GSM6614356_UC-3,PC IgA,UC_vs_CD,NRROS,3.0515,-1.5878,0.02003
GSM6614357_UC-4,PC IgA,UC_vs_CD,NRROS,4.0205,-1.5878,0.02003
GSM6614358_UC-5,PC IgA,UC_vs_CD,NRROS,2.4933,-1.5878,0.02003
GSM6614359_UC-6,PC IgA,UC_vs_CD,NRROS,2.55,-1.5878,0.02003
GSM6614360_CD-1,PC IgA,UC_vs_CD,NRROS,5.3542,-1.5878,0.02003
GSM6614361_CD-2,PC IgA,UC_vs_CD,NRROS,5.4554,-1.5878,0.02003
GSM6614362_CD-3,PC IgA,UC_vs_CD,NRROS,3.3043,-1.5878,0.02003
GSM6614363_CD-4,PC IgA,UC_vs_CD,NRROS,3.741,-1.5878,0.02003
GSM6614364_CD-5,PC IgA,UC_vs_CD,NRROS,3.1355,-1.5878,0.02003
GSM6614365_CD-6,PC IgA,UC_vs_CD,NRROS,3.8157,-1.5878,0.02003
GSM6614348_HC-1,PC IgA,UC_vs_CD,SGCB,3.2973,1.227,0.034103
GSM6614349_HC-2,PC IgA,UC_vs_CD,SGCB,2.9466,1.227,0.034103
GSM6614350_HC-3,PC IgA,UC_vs_CD,SGCB,2.9796,1.227,0.034103
GSM6614351_HC-4,PC IgA,UC_vs_CD,SGCB,3.3335,1.227,0.034103
GSM6614352_HC-5,PC IgA,UC_vs_CD,SGCB,3.3525,1.227,0.034103
GSM6614353_HC-6,PC IgA,UC_vs_CD,SGCB,3.7973,1.227,0.034103
GSM6614354_UC-1,PC IgA,UC_vs_CD,SGCB,4.227,1.227,0.034103
GSM6614355_UC-2,PC IgA,UC_vs_CD,SGCB,3.0647,1.227,0.034103
GSM6614356_UC-3,PC IgA,UC_vs_CD,SGCB,4.6613,1.227,0.034103
GSM6614357_UC-4,PC IgA,UC_vs_CD,SGCB,3.4794,1.227,0.034103
GSM6614358_UC-5,PC IgA,UC_vs_CD,SGCB,4.092,1.227,0.034103
GSM6614359_UC-6,PC IgA,UC_vs_CD,SGCB,3.5549,1.227,0.034103
GSM6614360_CD-1,PC IgA,UC_vs_CD,SGCB,2.644,1.227,0.034103
GSM6614361_CD-2,PC IgA,UC_vs_CD,SGCB,3.0261,1.227,0.034103
GSM6614362_CD-3,PC IgA,UC_vs_CD,SGCB,2.5111,1.227,0.034103
GSM6614363_CD-4,PC IgA,UC_vs_CD,SGCB,3.4458,1.227,0.034103
GSM6614364_CD-5,PC IgA,UC_vs_CD,SGCB,3.1355,1.227,0.034103
GSM6614365_CD-6,PC IgA,UC_vs_CD,SGCB,2.8392,1.227,0.034103
GSM6614348_HC-1,PC IgA,UC_vs_CD,CHIC2,4.781,-1.7054,0.032996
GSM6614349_HC-2,PC IgA,UC_vs_CD,CHIC2,4.89,-1.7054,0.032996
GSM6614350_HC-3,PC IgA,UC_vs_CD,CHIC2,2.1518,-1.7054,0.032996
GSM6614351_HC-4,PC IgA,UC_vs_CD,CHIC2,3.3335,-1.7054,0.032996
GSM6614352_HC-5,PC IgA,UC_vs_CD,CHIC2,2.5642,-1.7054,0.032996
GSM6614353_HC-6,PC IgA,UC_vs_CD,CHIC2,2.2285,-1.7054,0.032996
GSM6614354_UC-1,PC IgA,UC_vs_CD,CHIC2,5.3004,-1.7054,0.032996
GSM6614355_UC-2,PC IgA,UC_vs_CD,CHIC2,4.6756,-1.7054,0.032996
GSM6614356_UC-3,PC IgA,UC_vs_CD,CHIC2,1.7783,-1.7054,0.032996
GSM6614357_UC-4,PC IgA,UC_vs_CD,CHIC2,2.2653,-1.7054,0.032996
GSM6614358_UC-5,PC IgA,UC_vs_CD,CHIC2,5.0757,-1.7054,0.032996
GSM6614359_UC-6,PC IgA,UC_vs_CD,CHIC2,1.2555,-1.7054,0.032996
GSM6614360_CD-1,PC IgA,UC_vs_CD,CHIC2,5.0834,-1.7054,0.032996
GSM6614361_CD-2,PC IgA,UC_vs_CD,CHIC2,4.8868,-1.7054,0.032996
GSM6614362_CD-3,PC IgA,UC_vs_CD,CHIC2,5.2109,-1.7054,0.032996
GSM6614363_CD-4,PC IgA,UC_vs_CD,CHIC2,5.2522,-1.7054,0.032996
GSM6614364_CD-5,PC IgA,UC_vs_CD,CHIC2,5.7948,-1.7054,0.032996
GSM6614365_CD-6,PC IgA,UC_vs_CD,CHIC2,5.3849,-1.7054,0.032996
GSM6614348_HC-1,PC IgA,UC_vs_CD,TBC1D9,4.0786,-1.032,0.030994
GSM6614349_HC-2,PC IgA,UC_vs_CD,TBC1D9,4.8176,-1.032,0.030994
GSM6614350_HC-3,PC IgA,UC_vs_CD,TBC1D9,6.1028,-1.032,0.030994
GSM6614351_HC-4,PC IgA,UC_vs_CD,TBC1D9,5.2219,-1.032,0.030994
GSM6614352_HC-5,PC IgA,UC_vs_CD,TBC1D9,5.4991,-1.032,0.030994
GSM6614353_HC-6,PC IgA,UC_vs_CD,TBC1D9,5.3768,-1.032,0.030994
GSM6614354_UC-1,PC IgA,UC_vs_CD,TBC1D9,5.0009,-1.032,0.030994
GSM6614355_UC-2,PC IgA,UC_vs_CD,TBC1D9,4.4307,-1.032,0.030994
GSM6614356_UC-3,PC IgA,UC_vs_CD,TBC1D9,5.3752,-1.032,0.030994
GSM6614357_UC-4,PC IgA,UC_vs_CD,TBC1D9,4.5756,-1.032,0.030994
GSM6614358_UC-5,PC IgA,UC_vs_CD,TBC1D9,5.4154,-1.032,0.030994
GSM6614359_UC-6,PC IgA,UC_vs_CD,TBC1D9,4.4698,-1.032,0.030994
GSM6614360_CD-1,PC IgA,UC_vs_CD,TBC1D9,5.9439,-1.032,0.030994
GSM6614361_CD-2,PC IgA,UC_vs_CD,TBC1D9,6.4388,-1.032,0.030994
GSM6614362_CD-3,PC IgA,UC_vs_CD,TBC1D9,5.9567,-1.032,0.030994
GSM6614363_CD-4,PC IgA,UC_vs_CD,TBC1D9,5.8556,-1.032,0.030994
GSM6614364_CD-5,PC IgA,UC_vs_CD,TBC1D9,3.1355,-1.032,0.030994
GSM6614365_CD-6,PC IgA,UC_vs_CD,TBC1D9,6.1345,-1.032,0.030994
GSM6614348_HC-1,PC IgA,UC_vs_CD,SMARCA5,5.4968,-1.0197,0.029883
GSM6614349_HC-2,PC IgA,UC_vs_CD,SMARCA5,6.5097,-1.0197,0.029883
GSM6614350_HC-3,PC IgA,UC_vs_CD,SMARCA5,5.5869,-1.0197,0.029883
GSM6614351_HC-4,PC IgA,UC_vs_CD,SMARCA5,5.5361,-1.0197,0.029883
GSM6614352_HC-5,PC IgA,UC_vs_CD,SMARCA5,5.5567,-1.0197,0.029883
GSM6614353_HC-6,PC IgA,UC_vs_CD,SMARCA5,6.3266,-1.0197,0.029883
GSM6614354_UC-1,PC IgA,UC_vs_CD,SMARCA5,6.1381,-1.0197,0.029883
GSM6614355_UC-2,PC IgA,UC_vs_CD,SMARCA5,5.782,-1.0197,0.029883
GSM6614356_UC-3,PC IgA,UC_vs_CD,SMARCA5,4.9902,-1.0197,0.029883
GSM6614357_UC-4,PC IgA,UC_vs_CD,SMARCA5,4.854,-1.0197,0.029883
GSM6614358_UC-5,PC IgA,UC_vs_CD,SMARCA5,6.2541,-1.0197,0.029883
GSM6614359_UC-6,PC IgA,UC_vs_CD,SMARCA5,5.3659,-1.0197,0.029883
GSM6614360_CD-1,PC IgA,UC_vs_CD,SMARCA5,6.8249,-1.0197,0.029883
GSM6614361_CD-2,PC IgA,UC_vs_CD,SMARCA5,5.0513,-1.0197,0.029883
