gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
AL805961.2,0.26016,-0.97767,4.0447,-0.24171,0.809,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AJAP1,1.3948,-1.5381,1.0938,-1.4061,0.15969,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
NPHP4,2.3437,-2.214,0.80603,-2.7469,0.0060169,0.92189,Fibroblast (subtipo indeterminado),UC_vs_CD
KCNAB2,0.99968,-0.13006,1.0256,-0.12682,0.89909,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
RPL22,540.53,0.42023,0.22652,1.8551,0.063578,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL031847.1,0.083469,0.20824,4.026,0.051723,0.95875,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
RNF207,3.3414,-0.34041,0.72545,-0.46924,0.6389,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ICMT,7.9705,0.11722,0.51405,0.22804,0.81962,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
LINC00337,0.19229,-1.2393,4.0107,-0.30899,0.75733,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
GPR153,4.1737,0.41757,0.61055,0.68392,0.49402,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ACOT7,6.4108,0.20489,0.50187,0.40825,0.68309,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL031848.2,0.1867,-0.27112,3.0058,-0.090198,0.92813,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ESPN,0.046445,-0.61587,4.0881,-0.15065,0.88025,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TNFRSF25,0.63621,-1.9048,1.4847,-1.283,0.19951,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PLEKHG5,0.53529,-1.9035,2.0061,-0.94886,0.34269,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
NOL9,5.9012,-0.32607,0.55941,-0.58289,0.55997,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TAS1R1,0.071129,-0.26641,4.1341,-0.064442,0.94862,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ZBTB48,3.9451,-0.50733,0.52628,-0.964,0.33504,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
KLHL21,7.4999,0.073083,0.4285,0.17056,0.86457,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PHF13,5.4041,-0.9118,0.50452,-1.8073,0.070721,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
THAP3,7.4043,-0.33374,0.3742,-0.89187,0.37246,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
DNAJC11,5.7561,-0.95433,0.61298,-1.5569,0.1195,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL591163.1,0.071129,-0.26641,4.1341,-0.064442,0.94862,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CAMTA1-DT,0.11132,-0.18098,4.1398,-0.043717,0.96513,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
CAMTA1,33.778,-0.072176,0.33917,-0.2128,0.83148,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL359881.2,0.059584,0.31442,4.0536,0.077566,0.93817,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL359881.1,0.03656,-0.58015,4.0875,-0.14193,0.88713,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
VAMP3,18.964,-0.064581,0.37489,-0.17227,0.86323,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PER3,18.367,-0.31765,0.52208,-0.60844,0.5429,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
Z98884.1,0.085539,-0.59533,4.0862,-0.14569,0.88416,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
UTS2,0.27061,1.1065,3.965,0.27906,0.7802,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
TNFRSF9,1.2221,1.5345,1.3735,1.1172,0.2639,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
PARK7,148.65,0.37099,0.18739,1.9798,0.047728,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL034417.4,1.2746,0.80727,1.1133,0.72512,0.46838,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
AL034417.3,4.5512,-0.82676,0.873,-0.94703,0.34362,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
ERRFI1,24.399,-1.4442,0.62379,-2.3152,0.020604,0.99986,Fibroblast (subtipo indeterminado),UC_vs_CD
