gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,cell_type,comparison
NADK,0.36227,1.7476,1.234,1.4161,0.15674,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
GNB1,2.5031,-0.45595,0.72288,-0.63074,0.52821,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TMEM52,0.15103,0.20122,3.1954,0.062972,0.94979,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
GABRD,0.16674,0.29455,3.1921,0.092274,0.92648,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PRKCZ,0.17975,0.60827,2.2101,0.27522,0.78315,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL590822.2,0.097971,-0.6645,3.9815,-0.1669,0.86745,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PRKCZ-AS1,0.060361,0.31788,4.0242,0.078992,0.93704,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
FAAP20,0.991,-0.74689,1.2369,-0.60384,0.54595,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
SKI,0.55372,-0.31253,1.3643,-0.22908,0.8188,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
MORN1,0.13634,0.79302,1.924,0.41217,0.68022,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
RER1,1.9663,0.15922,0.96367,0.16522,0.86877,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PEX10,0.16589,-0.31921,3.1903,-0.10006,0.9203,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PLCH2,0.23837,0.74639,2.008,0.37171,0.71011,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PANK4,0.25144,1.367,3.1404,0.43529,0.66335,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL139246.5,2.7189,-1.9585,1.1366,-1.7231,0.084867,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TNFRSF14-AS1,1.147,1.7048,1.0476,1.6273,0.10368,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TNFRSF14,3.177,-1.1294,0.62445,-1.8086,0.07051,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL139246.3,0.02059,0.19904,4.0358,0.049319,0.96067,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
FAM213B,0.193,0.27272,2.8724,0.094947,0.92436,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TTC34,0.22365,1.7728,3.9689,0.44667,0.65511,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ARHGEF16,0.046193,0.23052,4.0306,0.057191,0.95439,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
MEGF6,0.058003,0.71045,4.0951,0.17349,0.86227,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL513320.1,0.075973,0.34522,4.0229,0.085815,0.93161,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TPRG1L,0.57249,0.85266,1.4739,0.57849,0.56293,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
WRAP73,0.92354,-2.8991,1.4517,-1.997,0.045825,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TP73,0.15147,1.9967,3.9481,0.50574,0.61304,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
SMIM1,0.0893,-0.65746,2.1861,-0.30075,0.7636,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
LRRC47,0.34207,-0.44011,1.4483,-0.30388,0.76122,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
CEP104,0.46755,-0.46405,1.3401,-0.34627,0.72914,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
DFFB,0.14443,0.16891,2.0161,0.083781,0.93323,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
C1orf174,0.81957,-1.2464,1.2636,-0.9864,0.32394,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
LINC01134,0.033997,1.1806,4.027,0.29318,0.76938,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL805961.2,0.058737,1.1806,4.027,0.29318,0.76938,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AJAP1,0.073805,0.31788,4.0242,0.078992,0.93704,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
NPHP4,0.073812,0.74194,4.0918,0.18132,0.85611,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
KCNAB2,0.57997,0.57171,1.2695,0.45033,0.65247,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
RPL22,36.001,0.57079,0.28416,2.0087,0.044574,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL031847.1,0.02059,0.19904,4.0358,0.049319,0.96067,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
RNF207,0.47902,-1.1589,1.2968,-0.89368,0.37149,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ICMT,0.15808,1.6268,4.0018,0.40652,0.68436,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
GPR153,0.026978,0.68714,4.0983,0.16766,0.86685,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
AL031848.2,0.092385,-0.41064,3.9849,-0.10305,0.91792,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
HES2,0.026978,0.68714,4.0983,0.16766,0.86685,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
TNFRSF25,2.1776,-1.9385,1.0617,-1.8258,0.067878,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
NOL9,0.71717,-0.47573,1.1885,-0.40027,0.68896,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
ZBTB48,0.34397,-1.2398,1.4511,-0.85439,0.39289,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
KLHL21,1.9366,0.11387,0.74407,0.15303,0.87837,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
PHF13,0.50021,-1.8437,1.4804,-1.2454,0.213,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
THAP3,0.81624,0.16897,1.041,0.16232,0.87106,0.99898,Plasma (subtipo indeterminado),UC_vs_CD
